gsi_id,fish_id,collection,mixture_collection,id_source,pbt_brood_year,pbt_brood_collection,repunit_1,prob_1,repunit_2,prob_2,repunit_3,prob_3,repunit_4,prob_4,repunit_5," prob_5",top_collection,top_collection_prob,file_name
401_2021_2021_1605,1605,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,98.457369999999997,NPS,1.2858099999999999,QP-fall,0.25680999999999998,,,,,ROBERTSON_CREEK,97.538240000000002,GSI results Aug 12-2022.xlsx
401_2021_2021_1606,1606,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1607,1607,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SPS,99.804860000000005,NPS,0.19514000000000001,,,,,,,SOOS_CREEK,99.788839999999993,GSI results Aug 12-2022.xlsx
401_2021_2021_1608,1608,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1609,1609,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1610,1610,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1611,1611,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.998400000000004,MCR-Sp,1.6000000000000001E-3,,,,,,,SKAGIT_RIVER,99.998400000000004,GSI results Aug 12-2022.xlsx
401_2021_2021_1612,1612,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,99.981570000000005,NoKy,1.8429999999999998E-2,,,,,,,NAHMINT_RIVER,52.805799999999998,GSI results Aug 12-2022.xlsx
401_2021_2021_1613,1613,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1614,1614,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1615,1615,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1616,1616,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.995869999999996,MCR-Sp,4.13E-3,,,,,,,SKAGIT_RIVER,99.954329999999999,GSI results Aug 12-2022.xlsx
401_2021_2021_1617,1617,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1618,1618,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.999809999999997,SPS,1.9000000000000001E-4,,,,,,,SNOHOMISH_RIVER,94.419520000000006,GSI results Aug 12-2022.xlsx
401_2021_2021_1619,1619,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1620,1620,WC_Microtrolling(21),removed,Too few loci,,,,,,,,,,,,,,,GSI results Aug 12-2022.xlsx
401_2021_2021_1621,1621,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.985039999999998,MCR-Sp,1.3480000000000001E-2,JDF,1.4300000000000001E-3,SPS,6.0000000000000002E-5,,,SNOHOMISH_RIVER,92.265600000000006,GSI results Aug 12-2022.xlsx
401_2021_2021_1622,1622,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1623,1623,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1624,1624,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,NITINAT_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1625,1625,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2019,,LFR-fall,100,,,,,,,,,CHILLIWACK_RIVER_fall,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1626,1626,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1627,1627,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1628,1628,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1629,1629,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1703,1703,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,100,,,,,,,,,NOOKSACK_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1704,1704,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,JDF,100,,,,,,,,,ELWHA_FALL,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1705,1705,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,LCR,100,,,,,,,,,ABERNATHY_RIVER,99.999989999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_1706,1706,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.994159999999994,MCR-Sp,5.8399999999999997E-3,,,,,,,SKAGIT_RIVER,99.993390000000005,GSI results Aug 12-2022.xlsx
401_2021_2021_1708,1708,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,LCR,100,,,,,,,,,ABERNATHY_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1709,1709,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.999480000000005,MCR-Sp,5.1999999999999995E-4,,,,,,,SKAGIT_RIVER,99.999459999999999,GSI results Aug 12-2022.xlsx
401_2021_2021_1710,1710,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,LCR,100,,,,,,,,,ABERNATHY_RIVER,99.99906,GSI results Aug 12-2022.xlsx
401_2021_2021_1711,1711,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.990690000000001,MCR-Sp,9.3100000000000006E-3,SPS,1.0000000000000001E-5,,,,,SNOHOMISH_RIVER,97.269710000000003,GSI results Aug 12-2022.xlsx
401_2021_2021_1712,1712,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.999539999999996,MCR-Sp,4.6000000000000001E-4,,,,,,,SKAGIT_RIVER,99.999409999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_1713,1713,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,100,,,,,,,,,NOOKSACK_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1714,1714,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.426240000000007,MCR-Sp,0.57376000000000005,,,,,,,SKAGIT_RIVER,58.888800000000003,GSI results Aug 12-2022.xlsx
401_2021_2021_1715,1715,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,QP-fall,100,,,,,,,,,QUALICUM_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1716,1716,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,100,,,,,,,,,NOOKSACK_RIVER,99.999949999999998,GSI results Aug 12-2022.xlsx
401_2021_2021_1717,1717,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.997780000000006,MCR-Sp,2.2200000000000002E-3,,,,,,,NOOKSACK_RIVER,93.791229999999999,GSI results Aug 12-2022.xlsx
401_2021_2021_1720,1720,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,93.967079999999996,SPS,5.4381599999999999,JDF,0.58913000000000004,QP-fall,4.3800000000000002E-3,MCR-Sp,1.1299999999999999E-3,SNOHOMISH_RIVER,93.856719999999996,GSI results Aug 12-2022.xlsx
401_2021_2021_1718,1718,WC_Microtrolling(21),removed,non-target_species,,,,,,,,,,,,,,,GSI results Aug 12-2022.xlsx
401_2021_2021_1721,1721,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,COWA,100,,,,,,,,,FORKS_CREEK_HATCHERY,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1722,1722,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SOR,99.999989999999997,LCR,1.0000000000000001E-5,,,,,,,UMPQUA_SPRING,99.999989999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_1723,1723,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,COWA,100,,,,,,,,,QUEETS_RIVER,99.997799999999998,GSI results Aug 12-2022.xlsx
401_2021_2021_1724,1724,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,LCR,100,,,,,,,,,ABERNATHY_RIVER,99.999809999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_1726,1726,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SPS,99.534660000000002,NPS,0.46533999999999998,,,,,,,SOOS_CREEK,99.508240000000001,GSI results Aug 12-2022.xlsx
401_2021_2021_1727,1727,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,QP-fall,100,,,,,,,,,LITTLE_QUALICUM_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1779,1779,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1781,1781,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NoKy,57.709829999999997,SWVI,42.290170000000003,,,,,,,CONUMA_RIVER,56.894109999999998,GSI results Aug 12-2022.xlsx
401_2021_2021_2714,2714,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,96.505579999999995,GSI results Aug 12-2022.xlsx
401_2021_2021_2715,2715,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,99.702969999999993,GSI results Aug 12-2022.xlsx
401_2021_2021_2716,2716,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2717,2717,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2718,2718,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,99.947500000000005,GSI results Aug 12-2022.xlsx
401_2021_2021_2888,2888,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2889,2889,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SPS,98.758139999999997,NPS,1.2418400000000001,BB,2.0000000000000002E-5,,,,,SOOS_CREEK,98.755099999999999,GSI results Aug 12-2022.xlsx
401_2021_2021_2890,2890,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,99.999960000000002,NoKy,4.0000000000000003E-5,,,,,,,ROBERTSON_CREEK,96.093029999999999,GSI results Aug 12-2022.xlsx
401_2021_2021_2891,2891,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,100,,,,,,,,,SARITA_RIVER,99.996619999999993,GSI results Aug 12-2022.xlsx
401_2021_2021_2892,2892,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2893,2893,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,NITINAT_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2894,2894,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2895,2895,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2896,2896,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NPS,99.999930000000006,SPS,6.0000000000000002E-5,,,,,,,SNOHOMISH_RIVER,82.912059999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_2897,2897,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,99.997290000000007,NoKy,2.7100000000000002E-3,,,,,,,SARITA_RIVER,64.154780000000002,GSI results Aug 12-2022.xlsx
401_2021_2021_2898,2898,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_2899,2899,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3900,3900,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SPS,99.98903,NPS,1.09E-2,QP-fall,6.9999999999999994E-5,,,,,SOOS_CREEK,99.984170000000006,GSI results Aug 12-2022.xlsx
401_2021_2021_3901,3901,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,99.997519999999994,NoKy,2.48E-3,,,,,,,ROBERTSON_CREEK,99.654690000000002,GSI results Aug 12-2022.xlsx
401_2021_2021_3902,3902,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3431,3431,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3432,3432,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,71.797290000000004,NoKy,28.20269,NWVI,1.0000000000000001E-5,,,,,NAHMINT_RIVER,52.737119999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_3433,3433,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,LEINER_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3435,3435,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,CONUMA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3436,3436,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,99.822249999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_3437,3437,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,CONUMA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3438,3438,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,CONUMA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3439,3439,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,BURMAN_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3465,3465,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,CONUMA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3466,3466,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,LEINER_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3467,3467,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,CONUMA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3563,3563,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NoKy,100,,,,,,,,,CONUMA_RIVER,99.551050000000004,GSI results Aug 12-2022.xlsx
401_2021_2021_3564,3564,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3565,3565,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,CONUMA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3566,3566,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SPS,89.780940000000001,NPS,10.219010000000001,MCR-Sp,6.0000000000000002E-5,,,,,SOOS_CREEK,89.666830000000004,GSI results Aug 12-2022.xlsx
401_2021_2021_3567,3567,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,NoKy,100,,,,,,,,,CONUMA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3569,3569,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,SWVI,99.999989999999997,NoKy,1.0000000000000001E-5,,,,,,,ROBERTSON_CREEK,99.991720000000001,GSI results Aug 12-2022.xlsx
401_2021_2021_3570,3570,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,SARITA_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3571,3571,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NWVI,100,,,,,,,,,MARBLE_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3572,3572,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NWVI,100,,,,,,,,,MARBLE_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3573,3573,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NWVI,100,,,,,,,,,MARBLE_RIVER,100,GSI results Aug 12-2022.xlsx
401_2021_2021_3574,3574,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,NWVI,100,,,,,,,,,COLONIAL_CREEK,50.658859999999997,GSI results Aug 12-2022.xlsx
401_2021_2021_3576,3576,WC_Microtrolling(21),WC_Microtrolling(21),PBT,2020,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,GSI results Aug 12-2022.xlsx
401_2021_2021_1707,1707,WC_Microtrolling(21),WC_Microtrolling(21),GSI,,,CWCH-KOK,94.738309999999998,QP-fall,5.2163500000000003,EVI-fall,4.5339999999999998E-2,,,,,COWICHAN_RIVER,94.738309999999998,GSI results Aug 12-2022.xlsx
401_2021_2021_3468,3468,WC_Microtrolling(21),removed,Failed to amplify,,,,,,,,,,,,,,,GSI results Aug 12-2022.xlsx
578_2023_201_144,Q1167,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_201_145,Q1168,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,GSI,,,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,99.99991,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_201_146,Q1169,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_201_147,Q1170,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_201_148,Q1171,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_149,Q1172,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_150,Q1173,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_151,Q1174,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_152,Q1175,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,removed,non-target_species,,,,,,,,,,,,,,,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_153,Q1176,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_154,Q1177,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_155,Q1178,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,GSI,,,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_156,Q1179,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,NITINAT_RIVER,SWVI,100,,,,,,,,,NITINAT_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_157,Q1180,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_158,Q1181,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_159,Q1182,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,GSI,,,SWVI,100,,,,,,,,,NITINAT_RIVER,64.908069999999995,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_161,Q1184,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_162,Q1185,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,removed,non-target_species,,,,,,,,,,,,,,,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_163,Q1186,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_164,Q1187,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2023_221_165,Q1188,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,WCVI_FTF(22-23)_Pacheedaht/SanJuanArea20,PBT,2022,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2022_182_49,220701-3E,WCVI_FTF(22-23)_BarkleySound,WCVI_FTF(22-23)_BarkleySound,PBT,2021,SAN_JUAN_RIVER,SWVI,100,,,,,,,,,SAN_JUAN_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2022_182_50,220701-3F,WCVI_FTF(22-23)_BarkleySound,WCVI_FTF(22-23)_BarkleySound,GSI,,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,60.442950000000003,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2022_182_51,220701-3G,WCVI_FTF(22-23)_BarkleySound,WCVI_FTF(22-23)_BarkleySound,PBT,2021,ROBERTSON_CREEK,SWVI,100,,,,,,,,,ROBERTSON_CREEK,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2022_182_52,220701-3H,WCVI_FTF(22-23)_BarkleySound,WCVI_FTF(22-23)_BarkleySound,GSI,,,SWVI,99.999769999999998,NoKy,2.3000000000000001E-4,,,,,,,NAHMINT_RIVER,99.872680000000003,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2022_182_53,220701-3I,WCVI_FTF(22-23)_BarkleySound,WCVI_FTF(22-23)_BarkleySound,PBT,2021,SARITA_RIVER,SWVI,100,,,,,,,,,SARITA_RIVER,100,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
578_2022_182_54,220701-3J,WCVI_FTF(22-23)_BarkleySound,WCVI_FTF(22-23)_BarkleySound,GSI,,,SWVI,100,,,,,,,,,ROBERTSON_CREEK,92.647409999999994,PID20240039(2)_WCVI_FTF(22-23)_sc578_2024-07-11_NF.xlsx
